CPU (%),Memory (MB),Disk (MB/s),Network (Mbps),Files Created,Files Deleted,Files Renamed,is_ransomware
73.7,13881.02,190.32,61.05,733,998,846,1
42.99,2221.47,3.29,2.99,85,56,5,0
72.38,8103.57,108.56,24.54,422,277,329,1
79.95,9670.86,301.54,55.02,589,262,395,1
30.24,2456.74,12.75,0.73,64,36,58,0
96.14,9425.5,78.98,28.74,405,271,754,1
83.33,15622.7,184.25,73.82,114,735,180,1
51.8,5007.99,2.4,2.09,63,38,85,0
73.5,9445.73,118.45,99.76,200,241,481,1
24.26,4410.29,3.93,3.21,89,89,96,0
16.12,4744.29,3.16,3.63,94,48,29,0
0.8,3494.34,9.7,4.15,77,69,29,0
47.51,3309.43,1.99,1.12,80,72,46,0
76.72,9311.39,388.95,58.11,248,167,984,1
16.8,1107.99,13.08,2.11,33,57,8,0
64.63,2758.51,2.14,1.25,70,2,78,0
76.96,10206.14,417.26,30.05,903,634,907,1
86.2,10629.44,409.81,71.01,955,937,442,1
36.71,2440.63,11.81,4.28,46,17,48,0
3.0,5982.97,8.68,3.45,47,0,2,0
71.85,6645.51,20.53,56.62,673,899,336,1
28.76,117.07,12.38,0.28,39,29,73,0
12.88,809.91,13.88,2.83,100,82,76,0
99.39,8810.81,216.35,26.9,567,941,335,1
47.78,4610.55,13.9,2.6,94,68,12,0
81.33,10240.35,206.46,87.84,898,228,317,1
6.87,4957.3,8.84,1.17,54,100,63,0
27.67,4220.79,3.07,3.05,32,99,25,0
15.69,407.83,13.12,4.58,65,62,82,0
46.47,2390.06,12.62,1.36,1,71,70,0
89.59,8156.2,266.97,9.91,264,452,965,1
81.21,14153.69,136.66,26.83,181,833,649,1
96.71,15137.81,281.24,77.98,180,600,970,1
82.0,6587.55,251.48,21.14,388,887,696,1
66.16,1490.97,0.47,4.42,25,58,54,0
52.11,5382.31,13.93,0.33,99,94,65,0
94.05,6741.29,430.17,6.8,664,710,872,1
67.89,4612.25,11.79,0.68,0,67,5,0
40.77,653.23,14.25,3.83,50,11,94,0
20.76,4143.77,5.43,3.69,0,84,11,0
45.93,458.67,3.71,3.19,89,49,82,0
80.74,15763.06,187.93,21.42,388,457,799,1
92.46,7856.39,218.86,63.27,287,641,173,1
95.81,11803.66,113.27,47.13,568,642,374,1
66.79,3745.25,10.67,2.31,3,45,75,0
53.81,2823.88,13.42,2.62,42,6,68,0
80.6,11359.74,255.32,26.38,754,800,910,1
79.25,15909.52,228.98,88.51,261,251,357,1
90.59,15505.0,461.11,42.77,303,280,713,1
92.18,11743.42,326.62,31.29,353,506,143,1
41.11,3920.44,6.56,2.83,6,100,54,0
93.23,9231.82,319.35,72.02,617,519,518,1
3.48,676.52,8.93,1.11,98,94,96,0
72.88,9026.13,251.3,47.35,731,818,849,1
1.99,2940.03,2.49,3.49,36,5,100,0
83.1,8808.35,37.9,18.61,332,168,542,1
2.99,3044.13,5.98,4.83,47,47,37,0
90.52,8735.29,424.86,34.65,690,497,189,1
45.9,4843.45,4.68,0.37,38,93,100,0
7.08,3428.23,10.43,0.94,71,2,50,0
71.05,8355.28,373.61,90.58,334,788,631,1
73.61,14880.02,180.05,65.29,715,339,946,1
90.52,14064.57,482.35,53.78,490,147,606,1
75.22,11658.13,391.8,13.34,255,878,160,1
7.14,3535.03,9.05,4.2,3,63,93,0
63.52,2512.11,4.66,1.02,32,97,8,0
55.0,714.08,2.15,1.04,96,4,63,0
3.55,447.35,8.04,3.09,80,88,3,0
0.63,2373.43,13.11,0.18,22,56,80,0
51.67,1101.14,8.09,2.62,1,87,71,0
86.79,15920.36,47.5,58.85,539,316,836,1
76.24,13473.0,377.99,19.59,409,688,522,1
46.98,1740.73,7.2,3.3,77,100,61,0
13.22,4481.46,2.94,2.47,87,36,10,0
57.15,5697.61,1.81,1.43,55,27,65,0
80.46,6679.3,46.95,32.37,848,417,131,1
62.26,3348.51,3.73,3.61,75,28,85,0
76.41,14137.63,248.1,15.54,596,782,570,1
79.03,7566.07,405.83,30.59,571,998,736,1
41.29,2555.4,3.11,1.26,89,31,70,0
48.57,4690.67,6.03,0.74,19,61,52,0
86.33,11428.43,186.17,77.1,270,521,977,1
96.49,15370.91,48.67,57.35,530,484,667,1
9.4,693.88,7.93,4.84,23,3,77,0
71.98,9301.49,275.4,50.85,825,928,768,1
95.86,9225.51,215.03,5.55,479,582,900,1
99.86,12017.53,131.67,25.32,236,979,229,1
87.68,8421.36,353.44,64.9,986,840,839,1
2.78,5728.72,7.47,0.43,74,93,93,0
38.91,3111.4,11.8,1.84,89,20,6,0
77.06,6652.77,27.7,53.14,673,259,323,1
71.94,12911.79,486.77,56.81,585,572,975,1
77.26,15472.87,316.84,28.19,392,503,266,1
84.73,12616.51,167.8,77.85,831,765,681,1
56.89,228.64,2.4,2.82,76,16,74,0
57.39,5859.25,4.81,1.31,57,69,54,0
23.96,4802.35,0.48,4.13,94,86,65,0
48.49,2190.56,13.04,2.98,66,53,33,0
49.53,2474.82,5.69,1.66,66,44,34,0
77.87,12191.05,371.42,35.83,778,955,785,1
24.1,706.43,2.76,0.84,52,85,37,0
93.69,13909.28,122.84,8.09,398,117,972,1
42.71,4694.22,1.74,4.27,19,69,29,0
93.74,13882.94,433.11,65.61,746,255,617,1
62.04,917.29,10.9,1.13,84,87,46,0
57.03,1319.61,1.23,4.7,99,3,48,0
21.87,4404.6,9.84,3.81,67,51,47,0
40.58,4770.36,10.96,1.92,80,91,59,0
80.65,15514.47,335.86,65.31,132,176,993,1
78.01,7819.79,312.9,95.15,313,250,556,1
83.52,7817.55,345.59,16.86,633,622,790,1
85.27,7077.57,167.18,11.6,432,240,978,1
74.32,11633.89,350.96,43.71,614,405,607,1
97.35,12446.65,298.73,38.46,168,902,614,1
34.44,3012.3,5.27,1.86,72,99,98,0
82.97,6592.91,436.89,70.07,443,872,984,1
61.15,4188.0,4.63,1.25,70,78,76,0
94.13,10526.44,448.08,29.49,567,397,868,1
75.38,14617.0,475.41,47.5,543,784,962,1
48.78,4450.56,6.04,1.46,7,28,81,0
97.41,7899.06,187.47,57.34,444,873,923,1
34.61,4287.59,2.44,2.97,73,8,24,0
94.03,9194.64,116.47,17.42,545,793,322,1
82.92,9819.8,362.68,91.62,700,789,266,1
76.31,15058.72,338.94,79.69,775,585,546,1
79.58,12103.6,147.97,9.97,224,807,815,1
93.9,14306.25,43.58,81.11,244,229,535,1
42.96,5973.09,9.37,2.56,53,44,1,0
89.89,6628.65,43.64,64.47,467,114,594,1
68.9,5691.2,0.24,3.95,51,73,94,0
72.38,11312.83,126.0,91.74,806,786,211,1
97.93,8374.51,376.69,53.19,527,605,180,1
29.33,438.84,14.76,0.87,51,32,35,0
46.78,1544.28,10.94,4.26,88,31,79,0
83.43,8129.36,239.94,3.18,177,617,820,1
33.34,661.77,14.99,2.27,90,71,93,0
38.42,4962.28,9.44,0.94,24,89,92,0
32.5,5729.38,12.51,1.47,61,62,35,0
88.92,15637.97,494.65,29.27,107,853,371,1
73.2,8229.53,207.7,12.31,566,982,198,1
90.8,8007.65,419.84,99.35,206,618,855,1
76.85,8942.94,87.2,43.31,835,234,644,1
84.56,10033.77,313.37,74.81,279,957,975,1
33.1,5555.58,0.02,0.23,65,78,90,0
79.64,14047.01,228.24,99.05,962,652,533,1
45.17,4999.46,8.13,2.39,64,33,61,0
92.02,13682.13,94.55,10.02,824,968,177,1
24.65,953.7,12.32,4.85,36,94,66,0
2.15,3598.96,9.52,1.82,45,24,61,0
22.12,5834.37,3.0,1.1,69,30,94,0
5.73,2430.91,14.31,1.11,84,95,42,0
69.19,226.77,11.82,1.83,49,60,50,0
82.07,10851.27,407.04,75.73,355,974,917,1
92.46,8501.64,271.89,75.32,265,522,608,1
85.29,6192.44,252.67,61.88,132,462,605,1
14.15,2395.45,5.96,4.61,42,69,31,0
76.75,14335.63,294.35,25.23,963,171,881,1
48.56,5662.11,3.6,1.44,84,92,50,0
74.07,10640.25,97.59,88.17,913,536,612,1
36.43,1611.13,2.48,2.43,42,30,44,0
71.12,12648.77,158.92,4.67,220,239,268,1
23.65,795.17,5.93,4.17,93,62,53,0
33.33,4920.12,7.85,4.3,68,47,14,0
3.97,313.6,2.3,3.21,34,53,1,0
93.69,9928.71,189.67,79.93,321,370,741,1
94.68,7684.08,448.31,8.84,631,662,945,1
84.43,13164.73,337.66,68.93,925,836,684,1
85.94,7743.01,52.36,37.35,632,906,813,1
94.75,8081.38,128.17,99.72,988,538,311,1
86.82,15912.78,298.16,6.85,560,669,734,1
1.46,1810.24,9.93,2.59,27,42,65,0
14.13,2473.11,11.33,2.29,49,36,75,0
34.61,5853.91,5.81,4.63,7,4,52,0
65.13,2795.69,12.46,2.69,30,11,48,0
6.9,122.46,10.56,0.73,21,22,56,0
78.16,9014.92,485.32,47.54,942,830,566,1
38.99,423.92,12.23,0.6,10,71,89,0
70.92,7406.41,160.47,61.34,194,508,855,1
87.48,10303.57,324.16,44.73,842,659,939,1
2.62,1805.38,4.57,2.19,100,95,43,0
69.33,5885.04,2.16,4.92,1,80,46,0
17.52,3956.05,7.54,1.16,41,68,54,0
71.61,6737.93,31.52,25.44,173,992,924,1
98.95,6611.88,201.1,82.55,727,921,857,1
91.47,12206.49,305.19,18.19,980,181,325,1
95.78,9120.33,164.02,70.07,187,771,819,1
6.5,1360.52,0.69,1.76,56,77,12,0
5.06,312.23,0.49,0.27,14,14,61,0
48.04,4606.66,7.37,1.09,64,75,43,0
37.45,3759.34,3.36,4.9,76,74,3,0
84.2,14435.03,201.15,56.8,979,578,908,1
84.22,13986.97,156.18,68.81,328,307,266,1
93.23,10501.52,395.67,54.56,244,619,113,1
90.2,14909.27,307.09,7.94,543,594,286,1
71.77,9941.75,76.96,24.18,847,589,799,1
51.62,5779.02,9.48,1.58,47,25,17,0
97.98,9650.44,433.2,20.1,993,907,532,1
29.73,2405.12,14.76,4.74,1,42,40,0
36.41,5998.09,10.35,4.29,93,18,43,0
7.97,5654.17,2.97,1.56,3,98,36,0
76.18,6507.46,338.14,91.8,486,867,482,1
96.14,13850.35,282.5,49.98,507,232,744,1
87.38,15638.06,441.82,85.47,177,467,365,1
85.02,8003.77,309.35,49.98,549,519,918,1
13.34,1581.44,13.97,2.32,4,19,72,0
88.74,8759.11,321.48,21.97,699,623,743,1
74.7,8477.01,469.08,56.46,726,351,424,1
72.97,15877.47,386.79,44.02,170,912,257,1
61.99,4.29,10.19,2.13,13,94,80,0
57.03,4703.18,0.22,3.19,14,25,19,0
20.38,4319.61,10.27,2.75,55,72,41,0
70.16,15518.45,300.23,36.26,464,541,136,1
37.44,4699.54,5.38,3.39,41,8,58,0
75.46,6442.6,114.44,65.65,425,109,386,1
67.43,83.0,0.63,4.02,100,28,9,0
25.17,4253.32,11.31,2.53,76,22,58,0
57.09,4979.7,7.28,1.32,42,76,36,0
98.69,6796.45,448.76,41.11,747,865,765,1
12.3,3219.57,1.92,3.95,1,37,32,0
45.56,5278.01,8.7,1.94,65,77,37,0
29.14,5310.19,12.83,2.37,71,15,68,0
65.94,1738.68,7.19,3.4,56,99,4,0
81.32,6835.74,29.35,89.7,161,849,187,1
49.97,4249.09,1.3,2.19,36,3,8,0
14.74,168.35,2.77,3.09,71,23,78,0
99.69,12203.93,106.15,95.47,903,986,370,1
48.79,2558.4,9.83,4.61,84,64,95,0
37.25,4710.32,12.91,3.79,72,78,12,0
19.55,4424.76,3.3,3.13,40,59,30,0
72.94,7083.2,189.51,54.71,448,684,375,1
30.29,904.58,4.02,2.37,95,85,57,0
59.99,716.9,4.2,0.69,80,65,27,0
78.83,11820.94,186.61,65.37,184,741,436,1
84.73,10295.46,366.48,49.97,776,488,449,1
79.49,7626.76,82.1,38.25,197,251,860,1
92.15,10098.69,230.22,60.1,733,148,913,1
90.35,10271.41,254.72,17.86,676,496,246,1
75.6,13041.85,414.28,32.88,685,206,848,1
78.63,12438.81,64.81,55.46,835,625,141,1
12.86,3821.72,5.23,1.31,100,38,25,0
88.32,8357.45,459.86,32.07,833,283,849,1
74.79,14709.87,341.6,49.57,849,775,652,1
56.2,5970.99,3.19,0.63,2,97,25,0
54.14,2134.53,5.92,3.43,19,52,50,0
93.6,11325.26,319.84,53.53,827,573,226,1
26.29,499.46,11.22,1.09,80,3,90,0
76.82,12283.84,232.22,46.26,150,739,861,1
88.09,11179.7,338.91,7.76,490,341,510,1
98.17,13726.15,397.43,82.76,811,618,357,1
4.21,5472.58,10.5,2.37,12,85,51,0
4.79,3819.11,5.17,2.27,62,41,3,0
24.14,2224.66,2.13,1.57,91,19,67,0
32.92,4600.29,10.19,3.15,9,49,66,0
99.59,15910.1,167.29,50.6,806,287,331,1
32.73,2028.8,7.68,2.5,86,13,26,0
82.03,10806.52,350.65,33.75,487,702,739,1
43.77,2903.86,4.22,3.69,10,86,55,0
81.17,8298.78,84.79,60.63,512,391,448,1
51.55,3270.93,14.87,1.67,82,27,51,0
65.33,3267.34,7.74,1.1,33,3,61,0
25.09,1259.26,9.91,0.48,88,41,80,0
20.56,552.58,1.54,4.95,38,74,74,0
55.12,2240.6,2.52,1.58,61,52,72,0
12.5,2401.46,5.24,0.33,88,23,26,0
31.54,3945.59,2.2,2.83,44,3,6,0
5.42,2683.68,11.4,4.92,12,21,72,0
28.85,285.88,10.41,2.24,47,13,12,0
36.53,4609.6,5.78,4.56,0,92,53,0
27.81,3914.89,6.7,0.65,3,44,9,0
76.84,6508.17,444.19,61.31,998,114,775,1
78.4,6864.16,88.17,71.04,452,869,269,1
27.97,885.72,4.18,2.49,89,33,46,0
37.31,5478.75,10.2,0.02,14,4,83,0
72.68,11957.52,437.49,68.82,976,524,116,1
13.38,1580.19,7.14,4.18,76,81,30,0
83.8,9154.83,249.9,53.2,482,599,367,1
73.25,15296.46,22.3,43.22,583,131,137,1
70.39,8453.75,482.99,25.49,766,626,857,1
65.74,3985.02,12.35,2.56,66,97,80,0
96.02,8748.1,398.79,31.28,494,663,509,1
7.4,5356.27,2.69,2.18,83,97,6,0
33.55,322.96,2.33,1.62,65,36,95,0
11.15,3860.8,13.37,0.01,58,80,73,0
29.49,5670.27,10.27,2.33,45,23,7,0
83.47,9813.87,220.24,60.87,810,474,204,1
23.26,3634.02,0.83,0.18,76,65,48,0
14.61,1585.65,7.05,1.05,21,36,70,0
1.91,4026.62,6.16,0.52,54,99,0,0
99.77,8715.55,74.02,46.48,194,893,494,1
77.49,13003.92,324.29,59.8,221,927,555,1
78.17,8853.51,118.05,12.06,562,722,653,1
97.81,11132.56,473.25,43.16,956,490,138,1
71.2,6126.89,497.19,92.96,520,961,999,1
46.42,2850.96,11.24,0.1,25,56,22,0
72.84,14530.22,58.42,59.32,408,558,193,1
27.17,3213.29,0.17,2.9,57,34,57,0
73.2,6482.47,48.94,18.28,463,535,738,1
72.82,11684.95,168.99,65.03,986,288,639,1
49.72,4551.15,7.96,1.18,33,100,75,0
80.04,7576.95,80.89,59.56,378,242,854,1
7.27,4557.18,3.67,0.09,29,63,28,0
28.46,955.96,7.03,1.42,44,35,71,0
73.9,13263.16,107.55,74.74,441,556,720,1
98.76,6802.57,332.32,71.72,819,345,701,1
22.2,2965.57,7.67,3.49,36,70,62,0
91.94,8645.01,129.96,65.7,967,210,612,1
78.94,14925.69,24.46,9.62,444,757,933,1
74.88,8366.79,398.66,36.67,824,880,560,1
7.84,2529.34,2.82,0.56,51,15,51,0
77.31,15888.17,455.67,7.94,577,966,502,1
57.33,2872.42,9.59,2.58,54,66,36,0
19.07,2367.21,14.46,3.15,8,56,25,0
5.21,3503.39,4.67,4.08,75,51,53,0
17.66,5040.74,8.23,4.24,39,30,56,0
26.7,1577.96,5.84,4.0,26,12,93,0
96.3,15315.5,165.17,14.26,810,759,911,1
82.86,12942.66,356.96,41.12,414,139,402,1
15.25,4109.93,2.38,0.08,60,40,10,0
16.04,5206.37,11.52,3.57,2,22,0,0
3.97,3264.38,3.06,4.75,49,14,29,0
71.16,11665.92,151.99,75.1,810,666,498,1
54.76,4414.65,7.39,0.16,74,63,43,0
5.83,3802.49,5.47,2.07,39,56,70,0
69.89,176.83,5.3,1.43,16,42,6,0
64.11,2474.93,2.68,0.62,73,53,85,0
77.51,9315.54,16.52,79.56,327,972,388,1
34.48,1983.17,3.31,3.72,85,55,66,0
20.94,178.04,12.62,2.72,89,38,53,0
74.72,14031.05,389.83,23.26,575,239,933,1
92.37,15778.66,340.36,73.91,995,904,507,1
9.5,2675.04,6.16,1.22,64,48,23,0
80.98,12472.84,150.47,34.53,209,737,483,1
70.64,12037.62,157.41,18.61,487,841,847,1
16.05,3318.32,10.7,4.53,22,22,80,0
70.77,9055.1,28.5,40.19,185,381,856,1
82.84,8228.3,221.48,59.4,931,255,444,1
75.23,11101.87,158.49,15.5,106,909,128,1
64.73,2284.07,0.82,1.79,71,13,36,0
65.48,1524.99,5.74,2.05,6,19,92,0
64.48,3676.28,2.35,2.96,97,64,94,0
55.37,436.81,6.09,1.59,51,49,54,0
85.18,6694.44,266.54,42.35,560,497,565,1
70.58,6133.84,114.57,83.63,965,739,287,1
93.64,10320.47,409.84,37.05,206,758,187,1
87.49,13885.78,474.55,88.45,393,837,499,1
36.59,267.97,12.28,3.7,97,23,35,0
84.57,7135.16,372.88,28.71,473,687,848,1
85.55,13968.9,401.62,72.7,302,176,859,1
7.21,5899.77,10.57,0.44,27,44,58,0
94.16,15287.08,35.93,56.81,955,393,223,1
74.23,11639.2,235.77,16.93,564,420,719,1
1.53,3744.6,9.17,1.98,42,19,60,0
80.49,13240.63,481.83,8.15,946,871,280,1
99.09,12993.59,366.25,8.16,730,257,501,1
93.8,6174.62,381.85,84.58,452,883,315,1
58.62,1164.15,5.08,1.77,28,73,74,0
64.66,2196.11,13.66,0.81,71,70,73,0
82.11,9192.0,114.06,88.91,348,859,787,1
97.34,9703.63,357.06,70.31,800,627,775,1
6.84,1400.59,7.32,0.69,62,96,27,0
91.12,6666.0,299.43,34.58,356,716,915,1
34.72,4168.4,5.05,0.7,25,99,12,0
54.8,3715.59,0.55,2.68,51,23,74,0
62.38,4786.96,1.72,1.85,64,50,3,0
60.41,1886.34,13.45,4.25,28,72,99,0
2.19,4115.08,9.28,1.72,60,69,55,0
10.07,5735.82,1.25,2.38,1,22,43,0
38.09,3353.1,1.46,0.33,83,82,91,0
97.61,9865.31,463.37,50.49,786,391,403,1
38.07,3464.22,12.87,0.15,1,67,42,0
67.62,4336.03,1.36,3.69,65,28,44,0
12.92,2203.74,2.13,0.42,95,47,46,0
97.11,12118.12,210.23,70.31,629,756,944,1
29.92,2593.03,10.37,2.8,63,72,45,0
89.65,15017.45,311.55,18.71,975,562,264,1
65.4,547.78,9.64,3.08,67,56,33,0
92.94,9305.79,116.9,58.67,696,745,430,1
87.7,8820.41,125.21,73.48,224,959,330,1
77.65,13250.78,387.27,9.65,928,767,124,1
22.85,4331.88,6.48,4.07,49,12,99,0
67.11,5580.82,6.83,2.54,88,88,85,0
62.92,4887.15,6.49,3.31,28,67,20,0
25.45,1973.59,13.9,2.12,14,94,16,0
80.84,8814.78,200.88,25.53,936,532,850,1
30.66,3458.45,13.26,2.88,80,54,88,0
31.72,2730.59,12.54,2.55,78,94,88,0
18.46,440.97,0.96,4.28,93,69,68,0
59.28,975.13,0.29,1.59,48,50,66,0
41.69,4578.88,2.21,1.05,19,68,14,0
97.18,11506.8,97.12,89.61,681,151,212,1
41.41,5167.04,11.78,0.62,56,98,13,0
53.11,1769.82,7.11,0.67,96,5,89,0
8.27,3007.19,12.81,4.81,99,98,13,0
91.95,13186.85,50.24,25.47,251,299,507,1
74.93,6238.77,489.75,4.2,439,446,599,1
39.85,2977.65,5.2,1.61,89,56,75,0
91.62,12795.0,225.97,54.2,703,932,583,1
76.05,9616.69,16.61,24.08,688,259,605,1
91.88,6621.32,442.23,91.47,390,195,924,1
66.33,262.35,0.84,1.24,79,50,7,0
6.58,4470.85,12.35,3.55,85,62,56,0
7.38,3044.94,11.15,3.93,98,84,37,0
40.79,1578.98,3.9,1.01,39,93,87,0
92.14,14321.15,197.27,83.89,714,821,878,1
93.65,14581.75,291.54,76.48,784,228,289,1
91.38,8980.08,169.55,20.86,984,253,567,1
87.52,6225.15,441.42,68.26,346,389,732,1
84.87,11761.2,63.03,28.67,905,992,928,1
18.49,5840.18,11.56,3.44,42,83,3,0
79.0,10557.3,309.35,43.65,213,177,301,1
87.83,7106.51,421.71,65.32,395,903,533,1
72.03,11406.5,54.08,68.56,762,117,567,1
66.88,1994.94,1.85,0.97,69,11,55,0
38.4,361.79,0.45,2.88,97,43,86,0
76.73,10266.77,421.85,10.05,454,457,380,1
93.38,12990.96,428.14,70.61,221,357,157,1
66.6,1847.7,6.96,0.86,53,64,84,0
47.13,3086.2,1.77,2.11,5,79,37,0
70.2,13678.57,69.39,29.95,624,194,707,1
95.4,12311.18,266.69,16.89,577,424,524,1
9.21,5486.79,2.63,4.62,57,24,68,0
95.46,6196.18,262.9,61.13,501,563,678,1
80.4,14690.79,448.26,55.24,721,839,307,1
64.97,5811.6,1.28,2.65,58,78,71,0
84.48,15711.34,388.79,66.29,364,328,949,1
20.81,5507.45,0.67,1.58,53,51,87,0
94.22,15846.08,255.32,51.34,325,241,741,1
76.76,10942.67,162.94,65.82,596,285,194,1
69.04,1133.35,13.29,2.35,49,70,62,0
25.77,4965.94,14.16,0.2,30,50,12,0
97.05,13465.95,346.36,50.79,437,748,738,1
78.36,13251.29,367.12,77.55,799,313,863,1
13.89,2302.47,14.65,2.25,94,66,42,0
56.5,1681.5,2.82,3.83,61,70,28,0
88.67,6369.03,482.88,67.38,453,375,309,1
61.24,3336.87,5.87,3.26,62,25,82,0
39.55,460.35,7.05,1.22,84,56,17,0
71.63,9067.77,287.7,98.2,580,959,203,1
85.91,12947.5,122.96,39.63,549,131,389,1
67.54,3741.63,14.08,2.3,11,96,3,0
28.85,878.15,3.5,4.94,19,51,26,0
86.79,9669.35,492.74,90.28,719,391,307,1
95.86,7366.78,117.88,70.89,334,399,258,1
15.87,4855.68,2.65,1.49,89,25,86,0
97.98,6100.2,298.11,76.33,840,633,119,1
82.12,13731.98,415.75,11.15,414,448,970,1
24.1,4353.52,5.36,0.14,66,40,31,0
39.16,4615.18,5.81,0.35,86,64,29,0
71.23,15927.91,344.74,70.25,807,633,957,1
33.49,4051.76,11.2,2.42,33,86,26,0
52.0,5235.68,6.58,2.59,98,6,68,0
86.56,15893.06,180.46,82.35,495,465,852,1
88.07,9891.63,230.82,75.28,152,458,657,1
93.3,10343.9,59.23,39.31,924,337,551,1
82.28,7718.99,267.83,3.28,799,238,952,1
87.41,13073.17,372.85,61.94,453,486,867,1
50.09,5084.35,10.29,4.77,58,93,49,0
95.68,10521.87,363.15,68.59,809,591,228,1
57.39,2975.97,0.67,0.23,90,9,7,0
76.83,10232.02,314.08,36.07,859,687,203,1
93.98,11461.95,180.8,32.23,137,734,680,1
86.17,12062.54,166.19,66.86,771,471,211,1
32.23,2049.72,9.25,0.28,77,2,99,0
72.25,11679.49,368.05,89.58,732,646,771,1
87.69,10682.92,41.8,91.35,590,287,194,1
17.14,3611.23,5.72,2.25,35,60,65,0
38.84,2847.76,6.52,0.26,42,67,15,0
54.63,488.78,5.03,1.15,90,89,57,0
49.07,5231.81,12.83,2.98,70,54,77,0
99.41,12912.83,250.91,87.67,604,487,350,1
65.79,2711.94,9.6,3.94,3,44,58,0
44.1,3997.2,2.64,4.06,22,33,98,0
98.3,7027.68,412.32,61.23,697,291,284,1
80.05,11619.79,138.1,15.57,545,997,986,1
87.24,11907.88,398.31,68.59,424,282,442,1
66.05,4149.11,7.65,4.31,19,13,73,0
79.22,6563.47,191.45,66.2,101,240,963,1
74.01,11176.64,264.89,96.01,412,885,936,1
50.5,4236.46,2.23,0.47,62,68,7,0
48.82,2690.03,9.3,2.79,65,46,84,0
85.31,10507.68,136.91,31.99,548,271,289,1
86.24,14988.51,482.01,75.56,393,671,572,1
78.36,10636.75,125.18,80.03,759,743,139,1
11.32,5041.53,10.42,0.8,11,43,70,0
91.34,11837.69,69.82,92.08,247,660,531,1
96.61,10011.39,37.32,38.45,728,157,424,1
1.75,3625.0,12.65,0.55,42,42,50,0
32.16,5749.25,0.32,0.26,98,38,19,0
90.54,12954.31,486.48,63.85,378,219,940,1
27.75,4895.41,14.72,3.86,82,76,71,0
4.48,5412.73,5.01,2.41,32,18,93,0
96.99,12980.83,124.43,33.84,452,858,596,1
80.32,13002.47,348.2,97.12,724,292,300,1
90.38,14052.96,244.54,34.95,552,148,156,1
33.64,3965.7,6.59,4.79,49,8,13,0
94.76,6805.17,313.93,61.48,424,758,604,1
75.63,9137.69,263.61,65.65,901,972,113,1
10.62,77.13,11.35,2.1,75,87,21,0
93.4,11415.84,436.26,57.4,104,526,482,1
48.07,3935.13,13.63,2.7,26,8,76,0
76.8,13086.51,109.42,84.68,627,915,496,1
90.16,8497.1,257.3,96.9,770,453,779,1
75.47,10547.44,372.06,82.27,122,452,856,1
81.88,12139.18,21.47,60.21,460,967,213,1
66.27,3637.96,11.24,1.15,5,23,86,0
4.6,5553.66,2.89,0.41,97,1,58,0
96.48,15391.6,321.57,12.99,606,853,942,1
54.51,122.34,12.03,4.59,45,39,23,0
82.14,15502.58,131.16,30.85,523,427,810,1
64.84,1327.8,11.67,4.12,7,48,4,0
88.17,8764.1,375.62,14.09,602,545,276,1
74.8,15753.31,409.43,73.87,941,172,651,1
17.62,4828.68,14.04,1.92,11,67,54,0
19.91,1543.18,5.42,2.57,30,11,53,0
85.55,10339.38,351.5,52.93,320,813,189,1
6.6,3093.24,1.9,3.02,59,66,9,0
72.21,9090.64,18.79,21.79,647,340,392,1
51.69,1688.34,14.73,0.09,74,70,96,0
81.25,14252.8,17.91,43.97,978,675,254,1
86.33,7063.71,133.15,67.32,439,837,594,1
86.15,10286.49,122.97,34.81,370,704,654,1
74.44,10570.75,413.86,56.24,768,889,385,1
88.95,12318.43,196.8,90.13,607,868,668,1
14.24,1134.09,10.7,0.18,92,19,51,0
83.88,12903.97,50.52,88.13,852,849,990,1
62.21,4049.71,3.69,0.93,81,53,10,0
2.44,2236.25,10.39,1.22,75,21,8,0
3.38,2501.59,4.45,1.08,25,83,8,0
77.1,14860.73,320.21,67.8,796,714,512,1
54.07,1535.2,1.53,4.57,38,30,61,0
71.05,12640.65,39.76,74.13,289,759,366,1
5.88,4912.07,10.17,2.67,74,99,51,0
85.71,7968.8,183.09,43.78,310,797,768,1
53.5,2282.54,5.8,0.05,5,73,90,0
70.11,10398.23,42.97,60.24,759,106,237,1
49.89,3758.7,12.85,0.94,4,43,88,0
92.61,10361.4,159.66,69.51,742,972,777,1
56.78,1867.97,2.49,3.7,69,95,24,0
26.5,5004.59,7.29,3.25,100,21,2,0
76.69,15044.86,228.89,19.67,629,815,270,1
61.4,4811.95,5.33,1.93,31,98,67,0
94.5,6188.6,16.07,89.36,428,822,465,1
58.37,5518.94,3.47,2.06,0,74,34,0
57.25,21.23,8.03,2.54,40,30,65,0
66.44,3976.68,8.9,4.91,29,96,61,0
91.32,13304.35,152.71,65.76,695,884,624,1
28.2,1490.55,4.0,1.42,12,100,70,0
80.93,9401.92,372.39,48.38,301,810,500,1
31.06,1779.41,7.41,4.18,12,4,22,0
67.66,5550.67,6.35,3.42,78,11,75,0
89.87,10192.0,207.04,98.16,506,419,333,1
62.47,3118.31,7.68,3.48,40,82,16,0
99.08,15823.21,53.83,10.06,835,391,583,1
9.95,5916.84,14.98,3.84,21,15,62,0
56.16,3571.38,5.09,1.63,28,81,50,0
52.38,3540.26,0.83,2.75,84,2,79,0
20.44,2698.34,13.26,2.91,50,0,58,0
25.04,2600.0,14.25,4.5,66,65,7,0
89.45,14471.37,380.19,30.06,604,874,437,1
